species,latitude,longitude,year,source
quinquefasciatus,29.8747,-81.3399,2005,VectorBase
quinquefasciatus,29.9075,-81.3758,2005,VectorBase
quinquefasciatus,29.8426,-81.3136,2005,VectorBase
quinquefasciatus,30.1169,-81.6324,2005,VectorBase
quinquefasciatus,30.0673,-81.6528,2005,VectorBase
quinquefasciatus,29.8953,-81.3289,2005,VectorBase
quinquefasciatus,29.7607,-81.3035,2005,VectorBase
quinquefasciatus,29.9811,-81.4807,2005,VectorBase
quinquefasciatus,29.8143,-81.3795,2005,VectorBase
quinquefasciatus,29.9201,-81.3173,2005,VectorBase
quinquefasciatus,29.9891,-81.5871,2005,VectorBase
quinquefasciatus,30.2141,-81.385,2005,VectorBase
quinquefasciatus,30.203,-81.3783,2005,VectorBase
quinquefasciatus,30.0907,-81.4353,2005,VectorBase
quinquefasciatus,30.0236,-81.3275,2005,VectorBase
quinquefasciatus,30.1476,-81.3645,2005,VectorBase
quinquefasciatus,30.0803,-81.6387,2005,VectorBase
quinquefasciatus,29.8177,-81.3036,2005,VectorBase
quinquefasciatus,29.7899,-81.3248,2005,VectorBase
quinquefasciatus,30.1252,-81.4184,2005,VectorBase
quinquefasciatus,30.1107,-81.6009,2005,VectorBase
quinquefasciatus,29.9996,-81.3701,2005,VectorBase
quinquefasciatus,29.9808,-81.5173,2005,VectorBase
quinquefasciatus,29.8733,-81.288,2005,VectorBase
quinquefasciatus,29.8143,-81.3438,2005,VectorBase
quinquefasciatus,30.1229,-81.6342,2005,VectorBase
quinquefasciatus,30.0613,-81.6463,2005,VectorBase
quinquefasciatus,30.2515,-81.402,2005,VectorBase
quinquefasciatus,29.9138,-81.4924,2005,VectorBase
quinquefasciatus,29.9522,-81.3355,2005,VectorBase
quinquefasciatus,29.848,-81.3559,2005,VectorBase
quinquefasciatus,30.1941,-81.4035,2005,VectorBase
quinquefasciatus,29.9482,-81.5755,2006,VectorBase
quinquefasciatus,29.9808,-81.5173,2006,VectorBase
quinquefasciatus,30.0803,-81.6387,2006,VectorBase
quinquefasciatus,30.1169,-81.6324,2006,VectorBase
quinquefasciatus,30.0815,-81.6524,2006,VectorBase
quinquefasciatus,29.8733,-81.288,2006,VectorBase
quinquefasciatus,30.0236,-81.3275,2006,VectorBase
quinquefasciatus,29.7607,-81.3035,2006,VectorBase
quinquefasciatus,30.2515,-81.402,2006,VectorBase
quinquefasciatus,30.2141,-81.385,2006,VectorBase
quinquefasciatus,29.7899,-81.3248,2006,VectorBase
quinquefasciatus,29.9201,-81.3173,2006,VectorBase
quinquefasciatus,29.9522,-81.3355,2006,VectorBase
quinquefasciatus,29.848,-81.3559,2006,VectorBase
quinquefasciatus,29.9138,-81.4924,2006,VectorBase
quinquefasciatus,30.2479,-81.4328,2006,VectorBase
quinquefasciatus,30.0907,-81.4353,2006,VectorBase
quinquefasciatus,29.8953,-81.3289,2006,VectorBase
quinquefasciatus,30.203,-81.3783,2006,VectorBase
quinquefasciatus,30.1107,-81.6009,2006,VectorBase
quinquefasciatus,29.9996,-81.3701,2006,VectorBase
quinquefasciatus,30.0613,-81.6463,2006,VectorBase
quinquefasciatus,29.9891,-81.5871,2006,VectorBase
quinquefasciatus,29.8426,-81.3136,2006,VectorBase
quinquefasciatus,29.8747,-81.3399,2006,VectorBase
quinquefasciatus,30.0474,-81.5466,2006,VectorBase
quinquefasciatus,30.1476,-81.3645,2006,VectorBase
quinquefasciatus,30.0673,-81.6528,2006,VectorBase
quinquefasciatus,29.9075,-81.3758,2006,VectorBase
quinquefasciatus,30.075,-81.6139,2006,VectorBase
quinquefasciatus,30.1252,-81.4184,2006,VectorBase
quinquefasciatus,30.1941,-81.4035,2006,VectorBase
quinquefasciatus,29.9811,-81.4807,2006,VectorBase
quinquefasciatus,29.842,-81.274,2006,VectorBase
quinquefasciatus,29.8734,-81.288,2007,VectorBase
quinquefasciatus,30.1107,-81.6009,2007,VectorBase
quinquefasciatus,29.659,-81.4715,2007,VectorBase
quinquefasciatus,29.9106,-81.3311,2007,VectorBase
quinquefasciatus,29.9075,-81.3758,2007,VectorBase
quinquefasciatus,29.742,-81.4722,2007,VectorBase
quinquefasciatus,30.075,-81.6139,2007,VectorBase
quinquefasciatus,29.8426,-81.3136,2007,VectorBase
quinquefasciatus,29.8177,-81.3036,2007,VectorBase
quinquefasciatus,30.0815,-81.6524,2007,VectorBase
quinquefasciatus,29.8608,-81.4613,2007,VectorBase
quinquefasciatus,29.8467,-81.5106,2007,VectorBase
quinquefasciatus,29.8228,-81.5522,2007,VectorBase
quinquefasciatus,29.7675,-81.4534,2007,VectorBase
quinquefasciatus,30.0803,-81.6387,2007,VectorBase
quinquefasciatus,29.7256,-81.5062,2007,VectorBase
quinquefasciatus,30.0613,-81.6463,2007,VectorBase
quinquefasciatus,29.8747,-81.3399,2007,VectorBase
quinquefasciatus,29.7899,-81.3248,2007,VectorBase
quinquefasciatus,29.9811,-81.4807,2007,VectorBase
quinquefasciatus,29.842,-81.274,2007,VectorBase
quinquefasciatus,29.9808,-81.5173,2007,VectorBase
quinquefasciatus,29.9201,-81.3173,2007,VectorBase
quinquefasciatus,29.8143,-81.3795,2007,VectorBase
quinquefasciatus,30.0673,-81.6528,2007,VectorBase
quinquefasciatus,29.7607,-81.3035,2007,VectorBase
quinquefasciatus,30.1941,-81.4035,2007,VectorBase
quinquefasciatus,30.1476,-81.3645,2007,VectorBase
quinquefasciatus,30.2141,-81.385,2007,VectorBase
quinquefasciatus,29.9891,-81.5871,2007,VectorBase
quinquefasciatus,30.0474,-81.5466,2007,VectorBase
quinquefasciatus,29.848,-81.3559,2007,VectorBase
quinquefasciatus,29.8733,-81.288,2007,VectorBase
quinquefasciatus,30.0236,-81.3275,2007,VectorBase
quinquefasciatus,29.6491,-81.4441,2007,VectorBase
quinquefasciatus,30.2479,-81.4328,2007,VectorBase
quinquefasciatus,30.0728,-81.6127,2007,VectorBase
quinquefasciatus,29.9996,-81.3701,2007,VectorBase
quinquefasciatus,29.9138,-81.4924,2007,VectorBase
quinquefasciatus,30.2515,-81.402,2007,VectorBase
quinquefasciatus,29.7127,-81.5049,2007,VectorBase
quinquefasciatus,30.1229,-81.6342,2007,VectorBase
quinquefasciatus,30.1252,-81.4184,2007,VectorBase
quinquefasciatus,29.9522,-81.3355,2007,VectorBase
quinquefasciatus,29.8143,-81.3438,2007,VectorBase
quinquefasciatus,29.9482,-81.5755,2007,VectorBase
quinquefasciatus,30.203,-81.3783,2007,VectorBase
quinquefasciatus,30.0907,-81.4353,2007,VectorBase
quinquefasciatus,30.1782,-81.3955,2007,VectorBase
quinquefasciatus,29.8953,-81.3289,2007,VectorBase
quinquefasciatus,29.6544,-81.3329,2007,VectorBase
quinquefasciatus,29.7256,-81.5062,2008,VectorBase
quinquefasciatus,29.848,-81.3559,2008,VectorBase
quinquefasciatus,29.7127,-81.5049,2008,VectorBase
quinquefasciatus,29.9996,-81.3701,2008,VectorBase
quinquefasciatus,29.842,-81.274,2008,VectorBase
quinquefasciatus,30.2479,-81.4328,2008,VectorBase
quinquefasciatus,29.9891,-81.5871,2008,VectorBase
quinquefasciatus,30.203,-81.3783,2008,VectorBase
quinquefasciatus,29.8228,-81.5522,2008,VectorBase
quinquefasciatus,29.659,-81.4715,2008,VectorBase
quinquefasciatus,29.9808,-81.5173,2008,VectorBase
quinquefasciatus,29.8733,-81.288,2008,VectorBase
quinquefasciatus,30.1941,-81.4035,2008,VectorBase
quinquefasciatus,29.8143,-81.3795,2008,VectorBase
quinquefasciatus,30.0728,-81.6127,2008,VectorBase
quinquefasciatus,30.1107,-81.6009,2008,VectorBase
quinquefasciatus,29.6491,-81.4441,2008,VectorBase
quinquefasciatus,30.1229,-81.6342,2008,VectorBase
quinquefasciatus,29.7607,-81.3035,2008,VectorBase
quinquefasciatus,29.8177,-81.3036,2008,VectorBase
quinquefasciatus,29.8467,-81.5106,2008,VectorBase
quinquefasciatus,30.0673,-81.6528,2008,VectorBase
quinquefasciatus,29.8426,-81.3136,2008,VectorBase
quinquefasciatus,29.8608,-81.4613,2008,VectorBase
quinquefasciatus,29.9201,-81.3173,2008,VectorBase
quinquefasciatus,29.9075,-81.3758,2008,VectorBase
quinquefasciatus,29.8734,-81.288,2008,VectorBase
quinquefasciatus,30.0613,-81.6463,2008,VectorBase
quinquefasciatus,30.1833,-81.3963,2008,VectorBase
quinquefasciatus,29.9781,-81.4808,2008,VectorBase
quinquefasciatus,30.2517,-81.4009,2008,VectorBase
quinquefasciatus,29.9522,-81.3355,2008,VectorBase
quinquefasciatus,30.0474,-81.5466,2008,VectorBase
quinquefasciatus,29.7675,-81.4534,2008,VectorBase
quinquefasciatus,29.9106,-81.3311,2008,VectorBase
quinquefasciatus,30.1586,-81.3662,2008,VectorBase
quinquefasciatus,30.0907,-81.4353,2008,VectorBase
quinquefasciatus,30.2141,-81.385,2008,VectorBase
quinquefasciatus,29.9138,-81.4924,2008,VectorBase
quinquefasciatus,30.0181,-81.3935,2008,VectorBase
quinquefasciatus,29.742,-81.4722,2008,VectorBase
quinquefasciatus,29.6544,-81.3329,2008,VectorBase
quinquefasciatus,29.9514,-81.5824,2008,VectorBase
quinquefasciatus,30.0803,-81.6387,2008,VectorBase
quinquefasciatus,30.1252,-81.4184,2008,VectorBase
quinquefasciatus,26.675,-81.8662,2008,VectorBase
quinquefasciatus,26.4805,-81.8963,2008,VectorBase
quinquefasciatus,26.5486,-81.854,2008,VectorBase
quinquefasciatus,26.3455,-81.786,2008,VectorBase
quinquefasciatus,26.6784,-81.8914,2008,VectorBase
quinquefasciatus,26.3348,-81.775,2008,VectorBase
quinquefasciatus,26.4846,-82.1672,2008,VectorBase
quinquefasciatus,26.5619,-81.92,2008,VectorBase
quinquefasciatus,26.6533,-81.8441,2008,VectorBase
quinquefasciatus,26.541,-81.8974,2008,VectorBase
quinquefasciatus,26.6111,-81.6029,2008,VectorBase
quinquefasciatus,26.7208,-81.7692,2008,VectorBase
quinquefasciatus,26.5923,-82.0156,2008,VectorBase
quinquefasciatus,26.615,-81.8123,2008,VectorBase
quinquefasciatus,36.1917,-115.256,2008,VectorBase
quinquefasciatus,36.2082,-115.222,2008,VectorBase
quinquefasciatus,36.1319,-115.13,2008,VectorBase
quinquefasciatus,36.0465,-115.056,2008,VectorBase
quinquefasciatus,36.065,-115.112,2008,VectorBase
quinquefasciatus,36.1385,-115.319,2008,VectorBase
quinquefasciatus,36.2097,-115.225,2008,VectorBase
quinquefasciatus,36.5763,-114.479,2008,VectorBase
quinquefasciatus,36.1137,-115.148,2008,VectorBase
quinquefasciatus,36.1026,-115.02,2008,VectorBase
quinquefasciatus,36.1134,-115.15,2008,VectorBase
quinquefasciatus,36.1,-115.033,2008,VectorBase
quinquefasciatus,36.2321,-115.307,2008,VectorBase
quinquefasciatus,36.1635,-115.28,2008,VectorBase
quinquefasciatus,36.7263,-114.718,2008,VectorBase
quinquefasciatus,36.2077,-115.235,2008,VectorBase
quinquefasciatus,36.2124,-115.234,2008,VectorBase
quinquefasciatus,36.1788,-115.31,2008,VectorBase
quinquefasciatus,36.0429,-115.086,2008,VectorBase
quinquefasciatus,36.1019,-115.023,2008,VectorBase
quinquefasciatus,36.2555,-115.224,2008,VectorBase
quinquefasciatus,36.2311,-115.241,2008,VectorBase
quinquefasciatus,36.106,-115.024,2008,VectorBase
quinquefasciatus,36.2068,-115.268,2008,VectorBase
quinquefasciatus,36.1911,-115.195,2008,VectorBase
quinquefasciatus,36.2983,-115.223,2008,VectorBase
quinquefasciatus,36.3051,-115.25,2008,VectorBase
quinquefasciatus,36.1082,-115.079,2008,VectorBase
quinquefasciatus,36.2278,-115.246,2008,VectorBase
quinquefasciatus,36.207,-115.222,2008,VectorBase
quinquefasciatus,36.1136,-115.148,2008,VectorBase
quinquefasciatus,36.0387,-115.174,2008,VectorBase
quinquefasciatus,36.1143,-115.149,2008,VectorBase
quinquefasciatus,36.0528,-115.295,2008,VectorBase
quinquefasciatus,36.1023,-115.018,2008,VectorBase
quinquefasciatus,36.3097,-115.251,2008,VectorBase
quinquefasciatus,36.0606,-115.199,2008,VectorBase
quinquefasciatus,36.135,-115.3,2008,VectorBase
quinquefasciatus,36.1819,-115.184,2008,VectorBase
quinquefasciatus,36.0924,-115.017,2008,VectorBase
quinquefasciatus,36.1949,-115.201,2008,VectorBase
quinquefasciatus,36.1132,-115.151,2008,VectorBase
quinquefasciatus,36.1888,-115.199,2008,VectorBase
quinquefasciatus,36.2268,-115.235,2008,VectorBase
quinquefasciatus,36.0684,-115.115,2008,VectorBase
quinquefasciatus,36.157,-115.313,2008,VectorBase
quinquefasciatus,36.1191,-115.214,2008,VectorBase
quinquefasciatus,36.1637,-115.281,2008,VectorBase
quinquefasciatus,36.0628,-115.124,2008,VectorBase
quinquefasciatus,36.1787,-115.31,2008,VectorBase
quinquefasciatus,36.2054,-115.264,2008,VectorBase
quinquefasciatus,36.1043,-115.042,2008,VectorBase
quinquefasciatus,36.1916,-115.194,2008,VectorBase
quinquefasciatus,36.0581,-115.295,2008,VectorBase
quinquefasciatus,36.1172,-115.233,2008,VectorBase
quinquefasciatus,36.8006,-114.067,2008,VectorBase
quinquefasciatus,36.0887,-115.02,2008,VectorBase
quinquefasciatus,36.1886,-115.2,2008,VectorBase
quinquefasciatus,36.1835,-115.188,2008,VectorBase
quinquefasciatus,36.1705,-115.187,2008,VectorBase
quinquefasciatus,36.1081,-115.142,2008,VectorBase
quinquefasciatus,36.1564,-115.295,2008,VectorBase
quinquefasciatus,36.0471,-115.054,2008,VectorBase
quinquefasciatus,36.1113,-115.09,2008,VectorBase
quinquefasciatus,36.3074,-115.196,2008,VectorBase
quinquefasciatus,36.0431,-115.082,2008,VectorBase
quinquefasciatus,36.1657,-115.275,2008,VectorBase
quinquefasciatus,36.279,-115.253,2008,VectorBase
quinquefasciatus,36.209,-115.231,2008,VectorBase
quinquefasciatus,36.1502,-115.321,2008,VectorBase
quinquefasciatus,36.6013,-114.483,2008,VectorBase
quinquefasciatus,36.3123,-115.19,2008,VectorBase
quinquefasciatus,36.3097,-115.27,2008,VectorBase
quinquefasciatus,36.0906,-115.017,2008,VectorBase
quinquefasciatus,36.1135,-115.148,2008,VectorBase
quinquefasciatus,36.6777,-114.662,2008,VectorBase
quinquefasciatus,36.2455,-115.295,2008,VectorBase
quinquefasciatus,36.1005,-115.026,2008,VectorBase
quinquefasciatus,36.173,-115.187,2008,VectorBase
quinquefasciatus,36.2905,-115.247,2008,VectorBase
quinquefasciatus,36.1976,-115.234,2008,VectorBase
quinquefasciatus,36.7189,-114.716,2008,VectorBase
quinquefasciatus,36.1561,-115.295,2008,VectorBase
quinquefasciatus,36.6705,-114.581,2008,VectorBase
quinquefasciatus,36.1688,-115.185,2008,VectorBase
quinquefasciatus,36.169,-115.341,2008,VectorBase
quinquefasciatus,36.1501,-115.321,2008,VectorBase
quinquefasciatus,36.1346,-115.327,2008,VectorBase
quinquefasciatus,36.159,-115.301,2008,VectorBase
quinquefasciatus,36.2556,-115.274,2008,VectorBase
quinquefasciatus,36.1677,-115.019,2008,VectorBase
quinquefasciatus,36.1724,-115.188,2008,VectorBase
quinquefasciatus,36.2637,-115.305,2008,VectorBase
quinquefasciatus,36.247,-115.256,2008,VectorBase
quinquefasciatus,36.1006,-115.026,2008,VectorBase
quinquefasciatus,36.2351,-115.175,2008,VectorBase
quinquefasciatus,36.1732,-115.19,2008,VectorBase
quinquefasciatus,36.2554,-115.252,2008,VectorBase
quinquefasciatus,36.1977,-115.234,2008,VectorBase
quinquefasciatus,36.2052,-115.266,2008,VectorBase
quinquefasciatus,36.2646,-115.216,2008,VectorBase
quinquefasciatus,36.1158,-115.185,2008,VectorBase
quinquefasciatus,36.2414,-115.256,2008,VectorBase
quinquefasciatus,36.1133,-115.151,2008,VectorBase
quinquefasciatus,36.2283,-115.301,2008,VectorBase
quinquefasciatus,36.1567,-115.314,2008,VectorBase
quinquefasciatus,36.0683,-115.113,2008,VectorBase
quinquefasciatus,36.1079,-115.032,2008,VectorBase
quinquefasciatus,29.8177,-81.3036,2009,VectorBase
quinquefasciatus,30.0613,-81.6463,2009,VectorBase
quinquefasciatus,30.2479,-81.4328,2009,VectorBase
quinquefasciatus,29.9891,-81.5871,2009,VectorBase
quinquefasciatus,29.8426,-81.3136,2009,VectorBase
quinquefasciatus,30.0474,-81.5466,2009,VectorBase
quinquefasciatus,29.6544,-81.3329,2009,VectorBase
quinquefasciatus,29.7127,-81.5049,2009,VectorBase
quinquefasciatus,30.0728,-81.6127,2009,VectorBase
quinquefasciatus,29.842,-81.274,2009,VectorBase
quinquefasciatus,30.03,-81.3748,2009,VectorBase
quinquefasciatus,30.1229,-81.6342,2009,VectorBase
quinquefasciatus,30.0673,-81.6528,2009,VectorBase
quinquefasciatus,29.9996,-81.3701,2009,VectorBase
quinquefasciatus,30.1833,-81.3963,2009,VectorBase
quinquefasciatus,30.203,-81.3783,2009,VectorBase
quinquefasciatus,29.7607,-81.3035,2009,VectorBase
quinquefasciatus,29.9774,-81.481,2009,VectorBase
quinquefasciatus,30.1941,-81.4035,2009,VectorBase
quinquefasciatus,30.2141,-81.385,2009,VectorBase
quinquefasciatus,30.0803,-81.6387,2009,VectorBase
quinquefasciatus,30.1107,-81.6009,2009,VectorBase
quinquefasciatus,30.1252,-81.4184,2009,VectorBase
quinquefasciatus,30.2362,-81.4182,2009,VectorBase
quinquefasciatus,29.8409,-81.5013,2009,VectorBase
quinquefasciatus,29.9138,-81.4924,2009,VectorBase
quinquefasciatus,30.0907,-81.4353,2009,VectorBase
quinquefasciatus,30.1586,-81.3662,2009,VectorBase
quinquefasciatus,29.9514,-81.5824,2009,VectorBase
quinquefasciatus,29.8143,-81.3795,2009,VectorBase
quinquefasciatus,29.6588,-81.4721,2009,VectorBase
quinquefasciatus,29.9808,-81.5173,2009,VectorBase
quinquefasciatus,29.8467,-81.5106,2009,VectorBase
quinquefasciatus,29.848,-81.3559,2009,VectorBase
quinquefasciatus,26.5197,-81.891,2009,VectorBase
quinquefasciatus,26.5486,-81.854,2009,VectorBase
quinquefasciatus,26.3348,-81.775,2009,VectorBase
quinquefasciatus,26.4876,-81.9349,2009,VectorBase
quinquefasciatus,26.5377,-81.9783,2009,VectorBase
quinquefasciatus,26.7208,-81.7692,2009,VectorBase
quinquefasciatus,26.675,-81.8662,2009,VectorBase
quinquefasciatus,26.541,-81.8974,2009,VectorBase
quinquefasciatus,26.6784,-81.8914,2009,VectorBase
quinquefasciatus,26.6811,-81.816,2009,VectorBase
quinquefasciatus,26.4613,-81.7812,2009,VectorBase
quinquefasciatus,26.5619,-81.92,2009,VectorBase
quinquefasciatus,26.62,-81.6685,2009,VectorBase
quinquefasciatus,26.4805,-81.8963,2009,VectorBase
quinquefasciatus,26.5923,-82.0156,2009,VectorBase
quinquefasciatus,26.615,-81.8123,2009,VectorBase
quinquefasciatus,26.6111,-81.6029,2009,VectorBase
quinquefasciatus,26.6533,-81.8441,2009,VectorBase
quinquefasciatus,26.4846,-82.1672,2009,VectorBase
quinquefasciatus,26.4808,-81.8622,2009,VectorBase
quinquefasciatus,36.1096,-115.121,2009,VectorBase
quinquefasciatus,36.1559,-115.295,2009,VectorBase
quinquefasciatus,36.1372,-115.049,2009,VectorBase
quinquefasciatus,36.2009,-115.249,2009,VectorBase
quinquefasciatus,36.126,-115.132,2009,VectorBase
quinquefasciatus,36.1338,-115.331,2009,VectorBase
quinquefasciatus,36.1672,-115.329,2009,VectorBase
quinquefasciatus,36.2152,-115.236,2009,VectorBase
quinquefasciatus,36.1026,-115.02,2009,VectorBase
quinquefasciatus,36.5464,-114.443,2009,VectorBase
quinquefasciatus,36.1007,-115.026,2009,VectorBase
quinquefasciatus,36.0359,-115.051,2009,VectorBase
quinquefasciatus,36.1792,-115.251,2009,VectorBase
quinquefasciatus,36.2129,-115.221,2009,VectorBase
quinquefasciatus,36.1716,-115.212,2009,VectorBase
quinquefasciatus,36.2097,-115.264,2009,VectorBase
quinquefasciatus,36.0785,-115.002,2009,VectorBase
quinquefasciatus,36.1331,-115.301,2009,VectorBase
quinquefasciatus,36.0779,-115.005,2009,VectorBase
quinquefasciatus,36.1725,-115.188,2009,VectorBase
quinquefasciatus,36.1263,-115.047,2009,VectorBase
quinquefasciatus,36.2294,-115.28,2009,VectorBase
quinquefasciatus,36.0788,-114.998,2009,VectorBase
quinquefasciatus,36.1157,-115.185,2009,VectorBase
quinquefasciatus,36.1019,-115.023,2009,VectorBase
quinquefasciatus,36.0198,-115.188,2009,VectorBase
quinquefasciatus,36.1006,-115.05,2009,VectorBase
quinquefasciatus,36.1012,-115.291,2009,VectorBase
quinquefasciatus,36.1156,-115.184,2009,VectorBase
quinquefasciatus,36.1262,-115.047,2009,VectorBase
quinquefasciatus,36.257,-115.17,2009,VectorBase
quinquefasciatus,35.9772,-115.16,2009,VectorBase
quinquefasciatus,36.2167,-115.237,2009,VectorBase
quinquefasciatus,36.1002,-115.291,2009,VectorBase
quinquefasciatus,36.1772,-115.177,2009,VectorBase
quinquefasciatus,36.0615,-115.134,2009,VectorBase
quinquefasciatus,36.086,-115.072,2009,VectorBase
quinquefasciatus,36.1704,-115.186,2009,VectorBase
quinquefasciatus,36.1671,-115.024,2009,VectorBase
quinquefasciatus,36.1023,-115.018,2009,VectorBase
quinquefasciatus,36.1135,-115.151,2009,VectorBase
quinquefasciatus,36.1897,-115.194,2009,VectorBase
quinquefasciatus,36.0976,-115.02,2009,VectorBase
quinquefasciatus,36.2665,-115.253,2009,VectorBase
quinquefasciatus,36.1158,-115.185,2009,VectorBase
quinquefasciatus,36.1523,-115.174,2009,VectorBase
quinquefasciatus,36.0754,-115.002,2009,VectorBase
quinquefasciatus,36.1568,-115.313,2009,VectorBase
quinquefasciatus,36.0865,-114.935,2009,VectorBase
quinquefasciatus,36.0752,-115.002,2009,VectorBase
quinquefasciatus,36.1107,-115.238,2009,VectorBase
quinquefasciatus,36.1173,-115.054,2009,VectorBase
quinquefasciatus,36.1695,-115.301,2009,VectorBase
quinquefasciatus,36.1134,-115.148,2009,VectorBase
quinquefasciatus,36.0916,-114.967,2009,VectorBase
quinquefasciatus,36.1086,-115.078,2009,VectorBase
quinquefasciatus,36.0716,-115.136,2009,VectorBase
quinquefasciatus,36.2468,-115.267,2009,VectorBase
quinquefasciatus,36.1075,-115.023,2009,VectorBase
quinquefasciatus,36.0888,-115.02,2009,VectorBase
quinquefasciatus,36.1899,-115.207,2009,VectorBase
quinquefasciatus,36.1407,-115.048,2009,VectorBase
quinquefasciatus,36.2067,-115.274,2009,VectorBase
quinquefasciatus,36.1916,-115.194,2009,VectorBase
quinquefasciatus,36.2132,-115.261,2009,VectorBase
quinquefasciatus,36.2219,-115.322,2009,VectorBase
quinquefasciatus,36.1946,-115.316,2009,VectorBase
quinquefasciatus,35.1353,-114.634,2009,VectorBase
quinquefasciatus,36.1168,-115.054,2009,VectorBase
quinquefasciatus,36.1589,-115.064,2009,VectorBase
quinquefasciatus,36.1144,-115.15,2009,VectorBase
quinquefasciatus,36.196,-115.099,2009,VectorBase
quinquefasciatus,36.1047,-115.021,2009,VectorBase
quinquefasciatus,35.9926,-115.197,2009,VectorBase
quinquefasciatus,36.1844,-115.236,2009,VectorBase
quinquefasciatus,36.1256,-115.045,2009,VectorBase
quinquefasciatus,36.0712,-115.136,2009,VectorBase
quinquefasciatus,36.2571,-115.17,2009,VectorBase
quinquefasciatus,36.1999,-115.225,2009,VectorBase
quinquefasciatus,36.6713,-114.581,2009,VectorBase
quinquefasciatus,36.2055,-115.142,2009,VectorBase
quinquefasciatus,36.195,-115.195,2009,VectorBase
quinquefasciatus,36.1944,-115.196,2009,VectorBase
quinquefasciatus,36.1913,-115.325,2009,VectorBase
quinquefasciatus,36.1,-115.032,2009,VectorBase
quinquefasciatus,36.0859,-115.036,2009,VectorBase
quinquefasciatus,36.0651,-115.141,2009,VectorBase
quinquefasciatus,36.2666,-115.253,2009,VectorBase
quinquefasciatus,36.1369,-115.098,2009,VectorBase
