species,latitude,longitude,year,source
pipiens,36.845,-76.586,2013,VectorBase
pipiens,36.888,-76.445,2013,VectorBase
pipiens,36.845,-76.495,2013,VectorBase
pipiens,36.853,-76.445,2013,VectorBase
pipiens,36.872,-76.55,2013,VectorBase
pipiens,36.847,-76.475,2013,VectorBase
pipiens,36.728,-76.546,2013,VectorBase
pipiens,36.825,-76.642,2013,VectorBase
pipiens,36.82,-76.462,2013,VectorBase
pipiens,36.717,-76.647,2013,VectorBase
pipiens,36.807,-76.519,2013,VectorBase
pipiens,36.695,-76.6,2013,VectorBase
pipiens,36.779,-76.523,2013,VectorBase
pipiens,36.899,-76.51,2013,VectorBase
pipiens,36.73,-76.587,2013,VectorBase
pipiens,36.732,-76.518,2013,VectorBase
pipiens,36.73,-76.57,2013,VectorBase
pipiens,36.83,-76.539,2013,VectorBase
pipiens,36.645,-76.713,2013,VectorBase
pipiens,36.728,-76.555,2013,VectorBase
pipiens,39.8949,-86.0908,2013,VectorBase
pipiens,39.8428,-86.1138,2013,VectorBase
pipiens,39.8885,-86.0539,2013,VectorBase
pipiens,39.8411,-85.9929,2013,VectorBase
pipiens,39.6892,-86.0913,2013,VectorBase
pipiens,39.7747,-86.2482,2013,VectorBase
pipiens,39.7899,-86.3137,2013,VectorBase
pipiens,39.6672,-85.9932,2013,VectorBase
pipiens,39.739,-86.3172,2013,VectorBase
pipiens,39.7309,-86.196,2013,VectorBase
pipiens,39.8913,-85.9878,2013,VectorBase
pipiens,39.8503,-86.1797,2013,VectorBase
pipiens,39.81,-86.0697,2013,VectorBase
pipiens,39.8735,-86.3226,2013,VectorBase
pipiens,39.6832,-86.149,2013,VectorBase
pipiens,39.6394,-86.1991,2013,VectorBase
pipiens,39.736,-85.9762,2013,VectorBase
pipiens,39.7157,-86.1128,2013,VectorBase
pipiens,39.6927,-86.2322,2013,VectorBase
pipiens,40.75,-111.861,2013,VectorBase
pipiens,40.7224,-111.86,2013,VectorBase
pipiens,40.7519,-111.826,2013,VectorBase
pipiens,40.846,-112.029,2013,VectorBase
pipiens,40.8418,-111.97,2013,VectorBase
pipiens,40.8421,-111.953,2013,VectorBase
pipiens,40.7276,-111.932,2013,VectorBase
pipiens,40.8265,-111.944,2013,VectorBase
pipiens,40.7236,-111.823,2013,VectorBase
pipiens,40.7309,-111.857,2013,VectorBase
pipiens,40.8445,-112.003,2013,VectorBase
pipiens,40.8086,-111.94,2013,VectorBase
pipiens,40.7715,-111.977,2013,VectorBase
pipiens,40.831,-112.032,2013,VectorBase
pipiens,40.8299,-111.986,2013,VectorBase
pipiens,40.7763,-111.899,2013,VectorBase
pipiens,40.822,-112.015,2013,VectorBase
pipiens,40.816,-112.101,2013,VectorBase
pipiens,40.7933,-112.012,2013,VectorBase
pipiens,40.7499,-111.813,2013,VectorBase
pipiens,40.7523,-111.918,2013,VectorBase
pipiens,40.8021,-112.05,2013,VectorBase
pipiens,40.7422,-111.875,2013,VectorBase
pipiens,40.8067,-112.017,2013,VectorBase
pipiens,40.7787,-112.029,2013,VectorBase
pipiens,40.7643,-111.876,2013,VectorBase
pipiens,40.7409,-111.891,2013,VectorBase
pipiens,40.7723,-111.923,2013,VectorBase
pipiens,40.8001,-111.937,2013,VectorBase
pipiens,40.8243,-112.059,2013,VectorBase
pipiens,40.7816,-111.865,2013,VectorBase
pipiens,46.98,-96.88,2014,VectorBase
pipiens,47,-97.22,2014,VectorBase
pipiens,46.92,-96.78,2014,VectorBase
pipiens,46.89,-96.82,2014,VectorBase
pipiens,47.11,-97.39,2014,VectorBase
pipiens,46.88,-96.95,2014,VectorBase
pipiens,47.11,-97.21,2014,VectorBase
pipiens,46.86,-96.76,2014,VectorBase
pipiens,46.83,-96.75,2014,VectorBase
pipiens,46.94,-96.76,2014,VectorBase
pipiens,46.77,-96.8,2014,VectorBase
pipiens,46.92,-96.86,2014,VectorBase
pipiens,46.85,-96.72,2014,VectorBase
pipiens,47.15,-96.97,2014,VectorBase
pipiens,46.85,-96.9,2014,VectorBase
pipiens,46.9,-96.86,2014,VectorBase
pipiens,46.84,-96.81,2014,VectorBase
pipiens,46.85,-96.87,2014,VectorBase
pipiens,46.87,-96.87,2014,VectorBase
pipiens,46.89,-96.8,2014,VectorBase
pipiens,46.9,-97.2,2014,VectorBase
pipiens,46.8,-96.83,2014,VectorBase
pipiens,46.83,-96.86,2014,VectorBase
pipiens,46.84,-96.79,2014,VectorBase
pipiens,46.83,-96.82,2014,VectorBase
pipiens,46.85,-96.83,2014,VectorBase
pipiens,47.19,-97.21,2014,VectorBase
pipiens,46.86,-96.81,2014,VectorBase
pipiens,46.81,-96.81,2014,VectorBase
pipiens,46.85,-96.85,2014,VectorBase
pipiens,46.88,-96.78,2014,VectorBase
pipiens,46.91,-96.78,2014,VectorBase
pipiens,46.81,-96.89,2014,VectorBase
pipiens,46.88,-96.77,2014,VectorBase
pipiens,46.88,-96.9,2014,VectorBase
pipiens,46.94,-96.8,2014,VectorBase
pipiens,36.862,-76.502,2014,VectorBase
pipiens,36.899,-76.51,2014,VectorBase
pipiens,36.694,-76.585,2014,VectorBase
pipiens,36.853,-76.445,2014,VectorBase
pipiens,36.73,-76.587,2014,VectorBase
pipiens,36.91,-76.488,2014,VectorBase
pipiens,36.682,-76.787,2014,VectorBase
pipiens,36.764,-76.542,2014,VectorBase
pipiens,36.795,-76.622,2014,VectorBase
pipiens,36.795,-76.49,2014,VectorBase
pipiens,36.885,-76.419,2014,VectorBase
pipiens,36.726,-76.727,2014,VectorBase
pipiens,36.75,-76.554,2014,VectorBase
pipiens,36.747,-76.538,2014,VectorBase
pipiens,36.725,-76.537,2014,VectorBase
pipiens,36.82,-76.462,2014,VectorBase
pipiens,36.596,-76.87,2014,VectorBase
pipiens,36.733,-76.602,2014,VectorBase
pipiens,36.83,-76.539,2014,VectorBase
pipiens,36.873,-76.433,2014,VectorBase
pipiens,36.617,-76.579,2014,VectorBase
pipiens,36.845,-76.586,2014,VectorBase
pipiens,36.715,-76.584,2014,VectorBase
pipiens,36.845,-76.495,2014,VectorBase
pipiens,36.799,-76.571,2014,VectorBase
pipiens,36.807,-76.519,2014,VectorBase
pipiens,36.751,-76.618,2014,VectorBase
pipiens,36.728,-76.546,2014,VectorBase
pipiens,36.875,-76.459,2014,VectorBase
pipiens,36.779,-76.523,2014,VectorBase
pipiens,36.776,-76.606,2014,VectorBase
pipiens,36.73,-76.57,2014,VectorBase
pipiens,36.716,-76.577,2014,VectorBase
pipiens,36.769,-76.571,2014,VectorBase
pipiens,36.715,-76.549,2014,VectorBase
pipiens,36.734,-76.562,2014,VectorBase
pipiens,36.733,-76.57,2014,VectorBase
pipiens,36.872,-76.55,2014,VectorBase
pipiens,36.718,-76.622,2014,VectorBase
pipiens,36.717,-76.647,2014,VectorBase
pipiens,39.6672,-85.9932,2014,VectorBase
pipiens,39.7747,-86.2482,2014,VectorBase
pipiens,39.7552,-86.0561,2014,VectorBase
pipiens,39.81,-86.0697,2014,VectorBase
pipiens,39.8428,-86.1138,2014,VectorBase
pipiens,39.8735,-86.3226,2014,VectorBase
pipiens,39.7899,-86.3137,2014,VectorBase
pipiens,39.8503,-86.1797,2014,VectorBase
pipiens,39.739,-86.3172,2014,VectorBase
pipiens,39.8913,-85.9878,2014,VectorBase
pipiens,39.6849,-86.1617,2014,VectorBase
pipiens,39.6892,-86.0913,2014,VectorBase
pipiens,39.6394,-86.1991,2014,VectorBase
pipiens,39.736,-85.9762,2014,VectorBase
pipiens,39.7309,-86.196,2014,VectorBase
pipiens,39.8885,-86.0539,2014,VectorBase
pipiens,39.7036,-86.2335,2014,VectorBase
pipiens,39.8949,-86.0908,2014,VectorBase
pipiens,40.7933,-112.012,2014,VectorBase
pipiens,40.8086,-111.94,2014,VectorBase
pipiens,40.8243,-112.059,2014,VectorBase
pipiens,40.831,-112.032,2014,VectorBase
pipiens,40.7519,-111.826,2014,VectorBase
pipiens,40.7763,-111.899,2014,VectorBase
pipiens,40.7787,-112.029,2014,VectorBase
pipiens,40.7715,-111.977,2014,VectorBase
pipiens,40.7816,-111.865,2014,VectorBase
pipiens,40.8421,-111.953,2014,VectorBase
